1000 15000
712 805 2813
720 756 4383
448 120 4589
458 172 1033
21 45 2207
820 237 647
24 861 5968
391 774 2005
649 4 4872
956 901 6533
85 949 242
433 929 6152
811 897 4006
334 86 2060
237 711 1251
845 836 6361
629 175 6212
153 905 2673
461 999 15370
34 205 5635
845 164 1236
328 893 5558
512 199 2495
646 493 1681
419 113 4771
720 191 1120
576 873 3801
250 398 982
20 348 212
8 438 6454
107 796 4019
387 929 2548
190 288 4516
754 218 6340
123 851 3383
574 939 5101
184 807 1289
525 562 2222
31 893 5408
520 132 328
207 799 372
878 420 2235
259 668 6711
348 879 6288
195 600 6436
133 369 834
87 828 4397
846 749 5225
403 333 3275
539 883 2805
284 902 3060
23 30 867
409 905 1284
884 719 4036
258 488 6345
747 999 13490
69 345 4557
98 451 6353
678 248 1222
989 179 3809
816 58 2853
330 999 68000
359 321 1921
568 17 961
963 545 2850
82 756 5195
615 270 6975
702 528 3606
694 420 3434
159 878 1327
56 586 946
676 733 3663
340 495 5846
30 358 5477
65 367 5377
122 172 339
828 910 6098
892 106 575
841 978 5523
627 240 804
328 446 3784
0 115 6380
558 30 3865
492 644 4795
736 98 5261
388 436 2237
870 302 1336
217 669 4368
0 771 45180
363 999 37840
215 718 6369
395 441 1329
1 240 170
433 462 5832
234 999 4900
936 341 6755
888 820 93
961 713 3097
200 7 4923
602 494 6605
665 287 4222
490 932 5540
690 687 773
168 640 1969
565 671 2614
54 501 6903
584 343 2779
598 119 4051
710 781 6533
449 782 5560
886 745 3199
43 739 1363
939 619 575
374 511 925
105 13 4307
419 506 5397
834 236 5063
547 640 2060
937 233 345
47 59 1061
548 10 5184
724 486 3685
0 510 38710
875 291 3430
646 940 5997
631 123 5176
776 994 4050
879 937 850
401 720 1566
338 892 1433
844 485 4670
978 480 3004
479 119 6115
321 424 448
15 935 6831
790 85 3430
963 582 766
1 781 4261
829 830 2141
744 939 1988
139 886 5996
595 101 1748
937 692 1997
903 524 6179
103 303 2093
69 366 772
526 924 1875
982 955 5846
328 105 3206
827 597 4010
289 783 2834
899 221 6406
984 805 646
392 935 1951
509 999 66260
362 246 5780
237 581 1966
533 996 11
443 414 4205
367 745 3692
934 107 18
445 789 5872
603 974 3215
282 419 2291
541 932 5926
221 273 6242
591 735 3372
658 378 303
758 913 4601
332 678 940
26 552 3928
527 212 351
196 661 5130
242 815 650
167 423 6492
442 178 5437
722 576 665
747 935 3355
543 179 811
848 855 6731
459 354 1691
413 562 1098
0 503 3960
0 853 35830
337 587 1437
74 616 1630
450 871 4652
361 975 125
461 434 1168
681 845 5498
545 938 1892
420 384 6102
456 459 1549
629 41 2310
719 391 5585
299 963 1548
650 986 3578
182 181 1122
189 722 6675
638 362 4914
415 887 2734
712 944 4792
514 219 5526
192 759 903
905 807 2574
396 999 10690
314 872 3487
792 949 5892
450 503 5491
206 901 4271
155 456 5910
83 950 6113
154 355 3674
486 538 7
792 910 3576
51 972 213
465 687 2483
537 322 269
357 11 5683
634 294 4752
275 39 3136
106 999 29430
523 130 6677
114 613 6795
375 3 2563
792 534 1952
266 167 1022
384 994 4505
889 404 3061
860 494 3930
580 438 2012
196 483 5263
628 127 1641
578 893 5923
0 990 47190
278 56 4106
237 669 4705
549 843 2716
774 996 2261
69 811 4504
870 689 2695
477 405 5375
835 276 1182
478 71 5337
969 923 4307
223 27 4884
632 658 4289
755 966 1401
487 999 58870
526 453 1341
890 863 270
269 784 128
840 621 4485
136 999 11440
178 417 120
684 35 3313
6 743 5793
652 171 5874
0 879 6320
575 719 6842
472 811 3516
398 131 3027
318 260 44
0 566 14510
309 203 1331
573 446 1606
17 592 3016
463 605 106
729 564 4753
132 570 1480
109 448 50
56 231 6110
619 183 2586
213 405 1177
162 218 2774
285 29 5870
710 191 3188
229 113 1481
331 99 2724
555 354 6000
443 502 1407
459 987 1230
353 773 6413
32 370 1443
289 521 2160
909 531 1382
256 11 5776
762 209 2550
831 739 3164
9 561 6892
46 727 135
507 199 3089
111 74 4240
540 380 1391
895 360 1333
198 828 391
137 491 5930
72 616 2285
828 138 2519
463 681 2391
908 661 2132
649 413 2163
718 232 6815
0 806 2010
758 122 1146
850 982 4249
103 209 4402
970 356 3198
878 383 3860
549 935 5119
436 191 1783
844 204 1752
286 999 62490
482 312 566
523 852 1826
489 733 4749
529 114 531
538 106 4803
43 467 2672
497 28 5560
898 767 647
689 559 6716
962 558 5172
764 999 63680
522 746 3694
377 975 2670
299 138 6209
677 794 1983
325 560 6422
605 80 1574
131 191 450
27 898 4890
901 926 3320
891 982 4707
565 187 5306
496 835 2107
707 156 2704
124 488 5934
823 499 6338
799 222 5554
680 999 18810
992 330 5322
766 136 6177
111 388 6647
136 821 5409
933 2 4348
548 20 3214
880 897 163
807 331 1729
584 24 3904
732 430 6810
73 37 4686
99 928 396
728 353 606
334 429 6567
280 202 5594
890 634 715
369 644 2035
410 726 3339
424 967 4276
254 370 2063
801 351 3843
666 835 5165
317 914 5915
772 465 6480
596 999 15070
934 171 2633
153 498 3459
0 139 27890
141 577 6025
743 921 24
413 376 2562
395 345 2340
471 656 6441
295 764 3215
640 410 6219
894 302 1817
917 608 122
25 785 1843
344 244 2103
837 740 2414
737 563 1072
540 671 3395
441 901 4492
863 873 3375
495 821 5683
38 788 4148
29 826 5070
790 534 2281
379 6 5589
65 327 781
822 472 3235
119 589 5256
399 103 1389
834 36 96
415 999 50140
445 340 4600
628 514 6893
530 610 1917
631 758 1534
626 177 1274
693 213 4035
529 880 2991
971 730 5630
475 999 55410
563 916 745
0 410 53880
523 447 3329
946 574 2193
874 532 2244
612 444 4161
794 875 3285
636 325 6170
740 651 6768
228 326 1779
596 925 1285
0 793 42440
724 480 587
53 805 5312
537 926 4252
54 109 3408
848 558 2809
134 999 21590
517 581 5314
0 543 40140
230 247 3710
600 730 1548
709 675 697
60 251 5262
731 104 34
323 11 3315
723 113 3668
96 326 3980
604 81 6211
996 280 1526
691 821 5984
930 712 983
24 832 1286
493 679 3849
941 208 4295
355 560 5784
548 165 6499
61 631 2125
303 985 3260
841 117 2486
674 338 2388
513 918 1718
782 999 62340
438 667 2225
803 750 6385
500 999 31420
835 302 28
780 98 6539
468 912 5026
388 261 5487
922 744 6114
979 900 676
846 310 3709
934 500 2619
148 635 5190
0 946 67680
535 477 2110
544 88 2488
201 972 5742
434 445 2887
123 452 2403
530 494 5350
467 491 6164
966 832 2604
255 569 3603
561 301 6618
876 693 2106
532 113 602
111 638 6543
561 125 2957
924 919 2012
507 540 280
366 622 3839
926 690 3286
426 546 3909
868 643 2858
548 759 4960
20 187 4821
751 90 2704
3 327 5177
410 999 23690
505 379 3779
558 1 3380
99 182 6176
414 884 4775
820 963 3969
518 165 5668
830 42 3165
886 597 1724
938 69 466
512 628 1398
250 99 1445
35 140 5454
295 419 3857
823 628 664
826 526 1894
807 568 2308
330 831 937
881 17 4778
618 800 3240
240 777 6949
448 445 4153
496 377 4826
378 999 37390
927 857 2229
465 556 2101
241 927 645
492 363 5416
13 100 6096
917 971 55
0 380 48020
162 346 6978
830 263 617
473 285 5301
883 377 4202
294 430 6071
186 89 5268
678 976 196
834 188 3352
888 33 2821
272 97 6905
415 509 4557
398 697 5472
351 869 6736
12 843 473
32 713 6957
231 210 5260
1 451 780
9 164 5079
463 430 1091
918 198 3923
89 348 6250
133 593 6950
622 61 1953
689 585 23
411 197 2168
36 999 7920
830 36 2550
887 40 4425
204 524 3391
563 999 58930
366 138 677
851 902 3706
765 584 5832
530 18 6994
883 887 3697
746 389 2214
526 249 4273
220 897 5959
853 925 376
72 450 4176
331 453 2281
873 949 5963
971 239 2989
302 366 1777
44 609 2848
241 802 3012
578 298 993
480 685 2327
100 85 4377
862 441 3581
698 95 556
866 708 977
490 622 1203
597 222 127
463 49 1047
692 742 2560
146 627 599
729 993 3426
838 146 4987
101 205 1533
656 463 5276
100 15 4252
139 73 6965
665 936 3265
389 883 5387
697 337 88
552 458 3319
207 312 6176
603 808 837
872 143 4406
956 107 3188
559 480 5292
0 656 130
382 547 3477
290 926 1706
801 261 6176
953 179 3382
981 417 4178
838 192 563
0 536 47540
620 584 5721
0 119 10730
241 636 1750
651 707 2654
145 235 841
362 801 6971
645 302 3225
37 490 1105
842 589 2041
332 686 1251
279 749 858
139 632 1994
399 265 6400
738 576 4292
410 479 1610
151 960 3380
900 448 4390
464 815 2929
209 687 186
155 529 3480
640 395 1740
959 759 289
362 916 4044
536 516 6645
43 974 3273
945 822 4831
597 295 5149
268 985 4101
963 777 1215
419 119 6264
72 195 6091
486 263 491
987 261 2478
497 732 4128
536 218 6454
206 999 15500
744 530 1062
519 285 1556
735 6 6677
991 850 1275
431 779 3887
7 862 3272
374 669 682
270 470 945
549 81 4968
855 659 614
877 498 1166
465 81 1464
288 93 6963
96 844 1179
445 592 1307
433 997 4768
616 307 6500
320 349 5675
559 662 3268
109 87 13
369 650 6262
101 634 3282
583 964 5104
603 237 3691
630 999 46100
687 101 1647
38 398 1997
594 55 4620
576 129 2244
101 987 5425
116 999 69360
662 82 5435
976 462 5553
486 29 5429
678 87 193
371 23 6068
404 99 5540
667 965 473
486 859 1541
227 645 264
695 436 1662
748 38 6765
330 346 1545
394 668 2648
621 628 3484
855 976 1342
517 997 4022
189 858 5091
468 576 190
877 596 3951
154 866 1843
0 493 46060
131 338 4483
677 489 294
203 240 4369
549 435 5776
914 895 460
508 667 1494
60 5 2350
45 847 4369
751 311 40
435 195 5490
434 999 49910
732 658 69
955 705 6692
0 472 1490
633 819 3630
869 779 3084
540 391 3729
982 490 5918
735 841 1146
225 475 5381
684 896 915
984 320 6064
976 216 5811
300 534 6283
78 684 1000
978 309 4099
203 432 1653
579 560 6723
212 11 111
271 999 39120
733 9 534
527 172 6148
390 66 6965
296 299 1937
920 746 1230
753 561 6693
191 258 1151
720 999 39710
894 999 5580
952 999 980
157 349 2321
81 15 1143
15 519 6687
508 912 4917
169 695 3761
189 855 4659
841 50 1174
353 323 765
554 96 4281
911 295 2444
0 148 32550
936 306 4622
431 227 1061
496 978 1737
292 507 5429
529 501 3609
138 425 5323
910 359 1572
966 483 4948
0 88 60470
411 399 446
373 467 2645
304 652 590
156 650 5318
85 140 6609
790 879 6974
107 955 1478
247 982 6483
342 294 718
46 86 2401
621 473 3148
724 498 4604
279 932 1535
765 491 2839
874 25 693
317 273 6381
846 431 3401
274 195 1102
34 264 5588
0 731 36570
476 260 4572
0 877 28300
478 636 2533
775 339 2765
85 529 432
888 999 12540
579 267 1475
329 184 861
159 25 6401
623 784 5549
17 237 4124
915 663 3222
224 288 5540
149 822 3948
27 986 5107
672 825 4462
343 411 3066
227 832 4427
586 144 3903
140 151 4235
530 595 4667
341 292 3243
583 122 2341
898 214 418
903 670 3863
793 816 1070
217 867 1255
860 769 5397
55 840 3122
648 391 4366
270 409 3461
719 547 5881
870 437 633
460 434 6922
513 79 2443
639 52 4706
591 848 5519
528 33 1009
321 476 6602
333 202 6091
194 106 5026
205 430 1160
884 190 2190
619 836 3462
794 999 59950
582 46 1085
213 999 37850
539 17 3032
630 435 3367
264 8 1794
305 999 43990
389 843 5074
580 268 3477
116 123 3774
459 270 6499
56 636 3592
819 700 6015
949 392 4019
338 469 84
829 545 775
511 513 1823
940 806 428
535 77 5112
604 945 5545
136 839 5360
192 146 5609
880 999 18150
414 118 120
228 838 906
543 999 29300
594 239 4645
308 982 6315
682 385 2439
529 482 4304
255 463 1878
818 608 4459
804 821 3850
837 376 2861
418 726 6701
166 27 3771
837 160 4127
706 282 3018
733 438 1681
567 895 247
416 747 5497
696 821 3296
461 774 5337
266 836 6366
448 78 6719
692 999 66860
507 438 3097
522 999 32230
978 610 1503
151 606 6266
466 389 6196
855 945 2238
648 619 1511
664 999 64210
49 727 6860
335 766 4220
842 999 46880
954 483 5368
943 170 2927
851 230 2370
231 903 406
206 421 1204
892 974 6042
175 298 1734
359 84 3504
7 330 329
251 361 5604
138 623 5793
138 678 362
408 858 1713
418 778 1000
307 758 2527
436 253 2353
514 549 2400
657 836 580
0 935 49280
959 526 6676
922 46 2342
745 402 4817
790 711 5173
476 359 1132
588 406 511
537 550 1997
520 495 4030
344 771 3885
295 243 2243
449 322 3924
434 368 6929
970 267 6567
826 194 4626
742 824 6634
68 244 5682
347 292 1964
281 268 1128
424 943 5935
549 11 4535
927 676 6956
550 337 3223
284 934 2075
559 436 5783
327 86 249
918 122 4075
340 287 2287
214 874 1417
458 977 2005
482 984 3243
107 905 3381
137 420 5188
400 628 4718
267 279 6143
775 607 6709
805 743 2536
737 771 230
298 669 5100
18 985 1538
809 300 6091
135 820 2586
864 892 4413
317 784 6471
406 162 871
637 479 4336
810 848 2658
778 812 5841
424 62 2199
750 544 5111
409 274 4533
515 773 2004
715 530 36
201 920 6029
982 331 5000
101 49 6519
913 807 2687
234 235 6058
839 906 5357
0 304 63450
745 459 4204
572 389 4516
614 594 1099
561 777 3068
24 685 6787
829 923 3973
936 466 1689
223 30 6279
857 859 4056
258 510 5157
985 446 2072
995 594 3277
441 176 5379
204 656 754
419 652 2272
115 932 4507
929 300 2019
47 112 619
860 798 6720
98 606 5353
646 197 2375
179 160 1793
202 419 6838
45 909 6042
316 161 2286
436 795 4746
989 54 1096
570 98 320
389 211 5933
880 215 144
847 138 229
302 774 5944
517 202 5880
867 443 5545
49 934 1378
838 105 5208
94 152 3261
289 773 1989
332 528 5129
0 483 26080
982 52 5157
381 930 3355
331 36 2894
760 442 3707
838 659 6805
111 649 4013
0 639 35580
837 384 3887
906 645 6302
749 227 4427
949 437 3938
708 335 22
812 588 4565
79 422 4754
768 717 4501
13 563 4693
125 808 1387
239 897 4106
803 471 1046
158 618 5172
10 250 5849
365 895 1760
21 551 3942
194 344 3188
329 42 783
684 474 6668
726 114 5203
755 669 4864
815 541 6467
269 994 554
82 230 4312
0 407 58940
947 956 5654
791 391 1548
52 306 1563
517 314 340
90 549 4635
409 879 6018
867 21 5514
418 564 3643
857 396 5953
55 383 536
935 635 6158
133 501 3597
481 575 6828
210 533 3147
55 154 3930
463 832 6839
98 571 6344
156 330 751
849 999 23730
404 999 33130
721 171 127
306 475 4716
80 934 4144
485 142 5310
718 833 3499
96 42 4170
224 392 6801
490 446 2237
719 255 4035
400 620 3843
831 938 5091
48 504 1316
701 834 4124
397 412 6966
300 942 5300
863 203 5290
719 349 1911
325 341 690
598 399 4384
331 433 6197
403 442 2004
292 173 5528
349 86 6920
265 960 5585
693 318 632
730 872 1469
198 420 5541
36 633 5321
138 280 795
192 606 3074
67 644 2714
915 768 5698
859 623 6659
0 950 55520
841 245 5975
617 820 4106
739 488 1033
174 751 4535
572 329 4021
659 850 4728
201 592 2391
144 65 4720
895 764 629
605 195 6869
232 955 6746
30 748 3043
366 633 2980
868 430 974
636 107 2550
272 497 1098
347 399 4695
607 506 6620
904 999 63070
399 208 5348
694 1 4094
791 994 6477
0 382 39320
212 622 2969
231 287 4833
713 734 6456
221 141 4612
974 991 4524
780 319 1434
327 448 250
234 787 3847
378 791 4079
462 138 3393
526 999 34670
212 603 6634
496 456 5999
177 130 2131
495 996 3239
540 957 2681
268 372 6574
382 779 4811
187 523 5454
309 940 4008
161 298 1119
322 616 2973
600 531 2087
5 83 3686
981 174 2867
484 474 3693
282 40 5539
896 510 1087
783 704 142
23 610 3065
425 527 1674
996 932 3434
846 971 2904
301 122 170
851 155 4360
271 799 65
718 181 1695
231 744 689
491 53 2734
204 812 4832
0 172 41670
698 570 601
710 763 5354
830 999 58550
783 111 4832
481 282 6505
890 573 3842
0 463 69860
152 516 608
337 825 4237
913 84 886
144 799 5663
619 695 4728
12 489 5053
665 273 3264
43 149 1696
380 630 1796
369 872 4860
767 258 3603
0 144 28040
915 951 820
744 114 6771
396 474 1615
191 980 6914
978 262 5454
0 964 14120
217 184 427
239 627 668
388 162 1223
41 105 6937
730 526 6686
874 993 261
924 401 6116
650 877 2992
929 687 1342
116 839 3032
987 381 2099
260 481 3077
776 824 4253
924 879 4097
733 999 80
63 465 6443
599 317 4062
305 193 1310
769 396 2242
158 767 3125
2 74 1485
333 951 4145
901 247 2779
786 701 3931
149 999 53690
588 811 2595
367 457 1834
10 47 3112
688 105 1624
928 30 2846
547 186 4792
808 925 1060
517 55 2427
0 526 35790
868 155 226
211 158 2703
597 90 2983
691 670 1800
937 12 5474
278 357 4079
779 614 2097
448 431 6050
107 508 3017
69 341 6305
927 63 5582
151 235 1074
10 343 1712
742 555 5763
255 185 6114
397 113 4845
831 893 3716
223 257 3948
152 328 4081
0 200 19860
783 242 6707
917 370 4447
904 801 4374
790 541 6827
487 485 6173
939 380 1525
221 125 5640
210 659 4216
689 199 4871
112 753 2320
573 508 2488
898 893 6207
597 779 2517
459 405 6552
285 616 1469
512 513 442
514 68 1119
124 493 6867
74 217 3359
727 659 4729
692 275 4943
923 395 1422
205 429 1827
550 735 5079
491 999 13140
572 876 5299
846 856 1676
765 896 6158
828 388 5748
310 110 3444
870 889 6799
507 244 6435
993 426 2561
441 889 1482
769 185 4184
308 522 5439
262 553 6319
545 106 6438
314 232 4179
620 50 2382
862 107 32
998 471 6022
339 737 4062
634 986 831
519 765 5806
449 100 1943
21 110 3008
624 451 4060
718 696 6678
242 430 2649
194 905 500
584 592 693
165 727 4824
76 926 2700
558 884 113
857 932 4183
902 328 4112
689 106 5155
125 918 3898
377 840 5751
950 49 4130
515 187 249
630 4 2780
671 550 6806
438 934 1254
171 886 6010
667 849 4015
965 726 2300
5 463 5493
967 88 221
859 693 1429
296 292 6471
340 99 184
247 405 1209
134 652 6494
730 488 2625
928 703 231
813 182 3449
623 360 2327
447 746 444
255 26 2409
473 24 6304
47 649 2276
130 194 6849
780 68 3986
935 212 217
588 913 6285
835 215 5640
898 805 3800
954 946 1568
594 353 6958
55 144 2447
664 682 6058
619 698 426
778 981 6675
285 202 1317
618 199 4261
211 655 5346
915 754 1857
349 238 2727
659 447 6114
454 748 6741
380 79 4355
58 886 4507
300 85 3080
180 923 6829
664 188 6998
896 314 619
222 381 980
693 218 2118
647 492 3911
843 44 4861
377 318 4846
691 112 5516
911 185 6054
74 150 2322
495 919 4444
727 588 505
762 212 133
35 281 404
530 759 460
462 204 246
715 823 1877
389 415 2386
796 285 566
74 647 5605
735 130 1906
322 446 3959
747 411 3550
475 907 2928
350 311 2779
59 814 34
524 729 1577
434 665 4115
335 539 5568
449 852 2230
177 29 1606
584 806 2847
57 753 6039
592 645 1908
782 787 3548
436 214 1699
451 384 974
187 335 5294
37 963 3168
373 248 4403
778 450 5542
998 843 4515
16 747 419
101 609 5995
127 730 6210
82 999 48130
481 882 1870
776 441 5814
693 998 6538
138 323 1804
780 132 6380
889 55 5431
775 219 4314
676 338 3281
765 468 1999
142 989 4288
669 7 1436
6 289 1552
454 568 6553
792 586 925
0 256 540
558 456 2460
859 304 6736
86 517 5421
589 866 1644
10 797 3240
967 648 5917
405 502 321
0 464 39570
765 439 1011
921 462 6597
268 263 200
644 108 4869
537 123 298
528 928 2568
781 104 4181
616 63 2095
685 324 3277
774 968 1191
0 64 30550
37 767 6944
718 999 49550
237 124 4997
12 999 14710
270 384 5550
598 863 267
854 999 48260
887 148 6561
338 290 6127
623 90 4918
823 395 1915
955 581 6040
176 562 5477
114 626 3840
22 796 391
774 335 918
209 550 3779
898 301 6073
318 854 3021
779 871 501
455 255 3167
69 995 1687
33 142 1062
962 584 5099
0 798 4200
573 507 3098
974 927 1884
390 560 1407
538 930 822
128 866 6892
136 998 5193
770 634 6543
508 606 6003
271 729 1400
317 421 2497
840 351 979
352 432 4865
657 999 29020
0 813 17270
164 640 5292
534 895 6398
388 379 1595
903 900 2236
618 627 1953
975 596 2885
888 853 1016
640 431 3736
38 233 3066
363 147 6591
749 976 1472
347 750 3592
944 788 2928
716 414 2940
708 769 3366
524 16 5988
601 105 3761
530 76 5326
575 864 2908
531 138 2587
120 659 6353
625 544 5235
797 310 2896
853 511 1493
485 115 5430
484 977 6681
984 982 1256
632 291 3643
175 482 1358
766 944 757
894 110 4758
526 394 1214
831 890 6469
238 660 4352
600 9 343
926 363 4629
594 563 4864
537 689 4355
298 674 3556
748 585 5820
380 753 3464
437 781 5738
71 404 6446
40 498 4549
0 649 38500
880 334 3782
891 691 4731
737 797 5062
360 11 1409
986 328 4738
351 560 269
964 224 6832
472 168 2013
751 661 4678
796 880 3494
904 485 5439
0 44 26990
121 575 5986
516 802 2452
443 740 5386
789 999 24480
0 440 30160
643 657 6371
55 164 1848
73 437 292
559 320 494
436 471 2373
694 258 6110
840 999 47450
507 347 5818
143 397 1126
456 589 2996
571 73 743
814 380 1667
382 816 4393
627 422 6068
633 241 6689
264 882 1140
72 703 4669
873 771 26
118 613 956
500 915 5877
938 121 3151
727 558 4155
491 885 3765
